Company,Sector,SubSector,Industry,Ticker,FSS Score,FSS Weekly Change,Total Articles,Negative Articles,Z-Score,Receivables to Revenue,Debt to EBITDA,_ebitda,_totalDebt,Quick Ratio,S&P Issuer Credit Rating,Market Capitalization,Current Open Price,52-Week High Price,52-Week Low Price
"Hinge Health, Inc.",Healthcare,Medical Devices,Diagnostic/Medical Research Services,HNGE,0.0961188888888888,1.1255555555555554,191.0,20.94,6939640.8741,0.1124,-0.0,-535.887,0.0,1.43006,,4235788261.46,55.52,56.5,53.85
"GT Biopharma, Inc.",Healthcare,Pharmaceuticals,Cancer Drugs,GTBP,0.2841544444444445,-0.7122222222222222,107.0,55.14,1099673.5207,,-0.0,-14.364,0.0,0.71705,,10819829.5668,0.38,0.388799,0.3422
"Maplebear, Inc.",Retail,Grocery & Food Retail,Food Retailing,CART,0.1982633333333333,0.1266666666666666,1425.0,42.53,,,,716.0,,,,9497554783.74,40.14,41.65,39.79
"Ouster, Inc.",Software & Technology,Electronics,Automobile Electronics,OUST,0.1223577777777777,-1.1822222222222225,95.0,25.26,11664205.8961,0.2022,-0.0,-66.199,0.0,3.59452,,1706435033.2,24.51,28.89,23.6
Helo Corp.,Software & Technology,AI & Emerging Tech,Wearable Technology,HLOC,,,,,30904672.6367,,-0.0,-0.58611,0.0,0.36734,,47713766.1,0.61,0.61,0.55
"Fastly, Inc.",Software & Technology,Cloud & Infrastructure,Cloud Computing,FSLY,0.1840222222222222,-2.3455555555555554,197.0,35.03,3226118.8445,0.1891,-8.8832,-40.733,361.839,2.61193,,3064270000.0,20.48,21.59,19.05
"Grove Collaborative Holdings, Inc.",Consumer Goods,Personal Care & Beauty,Detergent/Cleaning Products,GROV,0.1063344444444444,-0.8177777777777777,92.0,27.17,723320.7186,0.0179,-1.1641,-6.443,7.5,0.58786,,54636497.5,1.27,1.31,1.26
"Maze Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,MAZE,0.1098466666666666,-2.1177777777777775,122.0,27.05,19255113.5416,,0.0,60.883,0.0,9.75528,,1400424061.52,26.22,27.13,25.3
a.k.a. Brands Holding Corp.,Retail,Clothing & Fashion Retail,Clothing Retail,AKA,0.3404666666666666,-0.0644444444444444,56.0,58.93,268319.7067,0.0141,8.445,13.228,111.711,0.50515,,119654987.9,11.06,11.06,11.06
"DoorDash, Inc.",Other,Miscellaneous Services,Sharing/On-demand Economy Services,DASH,0.1601044444444444,1.808888888888889,1801.0,39.26,4272907.5004,0.1011,1.581,1723.0,2724.0,1.40605,,68551626532.26,162.34,162.85,156.58
"The RealReal, Inc.",Retail,Specialty Retail,Used Merchandise Retailing,REAL,0.1651511111111111,1.4111111111111112,186.0,34.95,874122.8121,0.0344,34.4878,10.781,371.813,0.7442,,1201262648.16,10.01,10.17,9.76
"Allbirds, Inc.",Retail,Clothing & Fashion Retail,Shoe Retailing,BIRD,0.2382544444444444,4.971111111111112,126.0,49.21,321929.5318,0.0727,-0.0,-81.553,0.0,1.94814,,46784685.18,5.61,6.0899,5.3001
Twist Bioscience Corp.,Healthcare,Biotech & Research,Biological Therapy,TWST,0.1080422222222222,-2.408888888888889,268.0,21.64,12434129.9395,0.1514,-0.0,-111.359,0.0,3.33301,,3500270559.94,57.08,57.65,55.6
"Vir Biotechnology, Inc.",Software & Technology,Other Software & Technology,Biotechnology Services,VIR,0.1218199999999999,-0.0555555555555555,171.0,27.49,3957382.7126,0.0525,-0.0,-467.71,0.0,5.53876,,1566776838.46,9.15,9.645,9.12
"Visa, Inc.",Financial Services,Lending & Credit,Credit Cards,V,0.1951477777777778,0.87,1926.0,41.95,5932077.504,0.1829,0.8894,28301.0,25171.0,1.07755,,610192708574.02,319.1,325.18,318.015
"Nextdoor Holdings, Inc.",Media & Entertainment,News & Social,Social Media Platforms/Tools,NXDR,0.12557,-0.8633333333333334,133.0,35.34,7954735.4756,0.1335,-0.0,-64.378,0.0,14.03027,,736078309.25,2.0,2.09,1.9
"Williams-Sonoma, Inc.",Retail,E-commerce,Household Goods Retailing,WSM,0.1534711111111111,0.0377777777777778,341.0,38.12,3937949.278,0.0153,0.0,1663.886,0.0,0.74383,,20734484187.0,182.56,182.56,175.93
"Expensify, Inc.",Software & Technology,Software,Applications Software,EXFY,0.2003266666666666,-1.9822222222222223,105.0,36.19,1058494.8346,0.0923,-0.0104,-9.583,0.1,3.29721,,93930727.906,1.01,1.03,0.9512
"Adobe, Inc.",Software & Technology,Software,Applications Software,ADBE,0.1987533333333333,1.908888888888889,1940.0,45.67,3340036.0149,0.1088,0.6714,9250.0,6210.0,0.99637,,99493830000.0,250.53,255.41,244.691
"Cisco Systems, Inc.",Software & Technology,Networking & Connectivity,LAN/WAN Hardware,CSCO,0.1052077777777777,-0.6277777777777778,2490.0,30.04,3100947.8561,0.2288,1.7199,16334.0,28093.0,0.90754,,389933441106.24,96.35,98.83,95.325
"Anixa Biosciences, Inc.",Healthcare,Medical Devices,Medical Diagnostic Equipment/Supplies,ANIX,0.0823133333333333,1.8555555555555556,127.0,25.2,66326025.9348,,-0.0,-11.701,0.0,8.07677,,101589409.74,3.01,3.03,2.93
California Water Service Group,Energy,Utilities,Water Utilities,CWT,0.0964733333333333,0.51,217.0,19.82,386740.9118,0.1053,4.8894,328.108,1604.238,0.80027,,2566507874.56,43.25,43.5,42.75
Cheche Group Inc.,Financial Services,Holding Companies,Shell Company,CCG,0.0790722222222222,-2.864444444444445,46.0,26.09,36131.8852,0.2893,-0.4739,-63.309,30.0,1.34447,,56122575.236,0.688,0.6999,0.6602
"eBay, Inc.",Retail,E-commerce,Etailing,EBAY,0.1360611111111111,0.1733333333333333,1259.0,35.74,2216693.6062,0.1114,2.063,3270.0,6746.0,1.09683,,48009720000.0,107.9,108.7,106.8
Energous Corp.,Consumer Goods,Recreation & Electronics,Audio/Video Equipment,WATT,0.3078511111111111,-0.4055555555555555,79.0,65.82,17404132.2972,0.1016,-0.0486,-16.837,0.818,0.49548,,141323233.31,28.31,28.87,25.515
"Rani Therapeutics Holdings, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,RANI,0.34135,0.4,119.0,55.46,2293974.5056,0.4163,-0.5067,-48.572,24.613,1.49535,,132447675.18,1.0,1.11,0.9901
"Harmonic, Inc.",Manufacturing,Other Manufacturing,Broadband Equipment,HLIT,0.1544266666666666,1.5844444444444443,233.0,34.76,2490950.091,0.2438,3.9868,28.114,112.084,2.2558,,1391765080.49,13.02,13.0901,12.7105
"NetApp, Inc.",Software & Technology,Hardware & Semiconductors,Computer Storage Devices,NTAP,0.1160944444444444,-0.7433333333333333,641.0,29.95,1424825.396,0.1896,1.9394,1668.0,3235.0,1.21514,,23231707992.0,117.73,120.04,117.27
"Power Integrations, Inc.",Software & Technology,Hardware & Semiconductors,Semiconductors,POWI,0.2246866666666666,-1.8655555555555556,178.0,42.7,25012928.4156,0.0463,0.0,38.22,0.0,4.1421,,4142223610.56,74.03,75.21,70.44
"Roku, Inc.",Consumer Goods,Recreation & Electronics,Audio/Video Equipment,ROKU,0.1190155555555555,0.6155555555555555,981.0,33.44,6391916.7007,0.1859,0.0,66.344,0.0,2.65598,,18915138690.57,129.98,131.39,127.51
"Bill Holdings, Inc.",Software & Technology,Cloud & Infrastructure,Cloud Computing,BILL,0.1925833333333333,0.47,163.0,38.65,403249.6693,0.5024,193.9226,8.841,1714.47,1.57754,,4133264170.5,41.56,43.57,41.24
H2O America,Energy,Utilities,Water Utilities,HTO,0.1409122222222222,-3.9277777777777776,108.0,32.41,399227.8542,0.0911,6.5581,301.481,1977.157,0.69718,,2401211775.33,57.72,57.8,56.945
Sanmina Corp.,Software & Technology,Hardware & Semiconductors,Passive Components,SANM,0.1125799999999999,-0.1166666666666666,147.0,29.25,2252407.9417,0.2247,0.584,514.515,300.474,1.01948,,13155028078.4,244.37,253.47,243.158
"Lumentum Holdings, Inc.",Software & Technology,Networking & Connectivity,Networking,LITE,0.0961811111111111,-0.8388888888888889,368.0,23.64,15939768.0548,0.152,29.5092,87.2,2573.2,3.17515,,81930402000.0,949.715,1073.33,949.45
"Zscaler, Inc.",Software & Technology,Cloud & Infrastructure,Cloud Computing,ZS,0.1338355555555555,1.8677777777777775,981.0,37.51,3108277.7131,0.3779,-733.3881,-2.319,1700.727,2.01443,,23936911955.61,150.73,153.45,147.66
Oportun Financial Corp.,Financial Services,Lending & Credit,Consumer Lending,OPRT,0.1230355555555555,2.84,88.0,32.95,52345.8121,,23.3511,119.887,2799.495,,,250189830.21,5.81,5.87,5.385
Roblox Corp.,Software & Technology,Software,Games Software,RBLX,0.28396,0.2944444444444444,1946.0,53.49,1936806.0841,0.1914,-1.0012,-1006.542,1007.798,0.95545,,29577081955.95,41.265,42.38,40.95
"BioMarin Pharmaceutical, Inc.",Software & Technology,Other Software & Technology,Biotechnology Services,BMRN,0.1381111111111111,1.9155555555555557,491.0,35.23,4046217.6716,0.2819,0.6283,951.288,597.728,3.49736,,10162895750.04,53.46,54.5,52.48
"Webco Industries, Inc.",Materials,Other Materials,Steel/Iron Products,WEBC,0.2351722222222222,-1.7733333333333332,15.0,46.67,688954.6969,0.1249,2.4294,35.683,86.687,0.59926,,218996040.0,255.0,255.0,255.0
Sentinel Holdings Ltd.,Media & Entertainment,Sports,Water Transport/Shipping,SNTL,0.1279255555555555,-2.1855555555555553,13.0,38.46,5716277.5247,0.0488,-0.1846,-5.37777,0.99253,0.09335,,46581502.1,4.35,4.9,4.35
First American Financial Corp.,Financial Services,Insurance,Title Insurance,FAF,0.1647355555555555,-0.0066666666666666,189.0,39.15,390057.6276,,2.0422,1200.6,2451.9,,,6975055000.0,71.16,71.16,68.02
"Identiv, Inc.",Software & Technology,Hardware & Semiconductors,Computing,INVE,0.2181766666666666,-0.1222222222222221,40.0,42.5,7581506.6124,0.1583,-0.0,-24.551,0.0,18.26256,,115693843.04,5.09,5.12,4.81
"Sonos, Inc.",Consumer Goods,Recreation & Electronics,Audio/Video Equipment,SONO,0.15195,-1.0711111111111111,407.0,44.72,2324280.013,0.0456,0.0,47.127,0.0,0.94496,,1813138372.62,15.3,15.55,15.14
"Chegg, Inc.",Education,General Education,Educational Services,CHGG,0.5473155555555556,-0.5,180.0,60.0,424108.4484,0.0414,1.49,36.083,53.765,0.86282,,111958712.0,1.13,1.14,0.982
"Ambarella, Inc.",Software & Technology,Hardware & Semiconductors,Semiconductors,AMBA,0.1063066666666666,-0.7033333333333333,162.0,26.54,16420313.7517,0.1045,-0.0,-100.535,0.0,2.36477,,3490849433.88,79.48,81.02,77.92
"SoundHound AI, Inc.",Software & Technology,AI & Emerging Tech,Artificial Intelligence Technologies,SOUN,0.10772,-0.1055555555555555,530.0,35.47,9631700.4862,0.4175,0.0304,10.924,0.332,4.58787,,3602047655.05,8.72,8.78,8.36
"PDF Solutions, Inc.",Software & Technology,Software,Systems Software,PDFS,0.2241477777777777,-0.4611111111111111,68.0,45.59,8935514.2484,0.4301,2.8508,23.502,66.999,2.27974,,2199252848.1,51.99,56.46,51.97
"Agora, Inc.",Software & Technology,Software,Applications Software,API,0.0993411111111111,1.3866666666666665,78.0,33.33,1271997.2233,0.3779,-0.9462,-49.111,46.469,5.62355,,269224732.11,4.21,4.22,4.08
"Silvaco Group, Inc.",Software & Technology,Software,CAD/CAM Software,SVCO,0.3528755555555555,-1.0888888888888888,83.0,57.83,4580909.982,0.3659,-0.1299,-24.648,3.203,1.1998,,363823639.41,11.91,12.47,10.89
SiTime Corp.,Software & Technology,Hardware & Semiconductors,Semiconductors,SITM,0.11597,1.356666666666667,268.0,25.37,103075634.2914,0.1379,-0.0,-20.211,0.0,10.32941,,23796212505.44,833.08,901.81,810.8
"HeartBeam, Inc.",Healthcare,Medical Devices,Medical Devices/Apparatus,BEAT,0.1591522222222222,-1.6155555555555556,136.0,35.29,17593254.2974,,-0.0,-19.88,0.0,1.70777,,47560711.278,0.895,0.97,0.8868
"NextTrip, Inc.",Software & Technology,AI & Emerging Tech,3D/4D Printing Technology,NTRP,0.3563177777777777,-0.51,124.0,54.84,7909552.5776,0.045,-0.0847,-6.7002,0.56753,0.95894,,33893681.36,2.58,2.7499,2.4415
"JAKKS Pacific, Inc.",Consumer Goods,Recreation & Electronics,Toys/Games,JAKK,0.2299955555555555,-1.268888888888889,85.0,42.35,800851.3997,0.2575,0.0,24.451,0.0,1.41304,,257728135.72,23.14,23.14,22.13
"GoodRx Holdings, Inc.",Software & Technology,IT Services,IT Consulting,GDRX,0.1446322222222222,-4.237777777777778,212.0,39.62,732555.8591,0.3198,2.5405,192.189,488.264,2.61421,,961838059.32,2.86,3.0,2.81
Macerich Co.,Real Estate,REITs,Retail REITs,MAC,0.225431111111111,-1.1855555555555557,128.0,48.44,573290.6517,0.1461,9.4594,535.864,5068.946,,,5656288886.68,21.96,21.97,21.63
Limoneira Co.,Agriculture,Specialty Crops,Citrus Groves,LMNR,0.1139622222222222,-0.1433333333333334,87.0,28.74,1013151.0757,0.1274,-6.013,-12.282,73.852,1.34532,,235751538.54,12.9,13.22,12.87
"Exchange Bank (Santa Rosa, California)",Financial Services,Banking,Commercial Banking,EXSR,0.08981,-7.495555555555556,12.0,41.67,49692.055,,3.0527,45.861,140.0,,,250088502.72,148.0,148.0,145.88
"Keysight Technologies, Inc.",Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,KEYS,0.1561188888888889,-0.5955555555555556,729.0,38.55,6955537.9617,0.1812,1.8743,1352.0,2534.0,1.7827,,62831654068.2,363.07,370.175,360.8
"CapsoVision, Inc.",Healthcare,Medical Devices,Medical Equipment/Supplies,CV,0.3452866666666667,-0.611111111111111,66.0,54.55,80894513.5091,0.1702,-0.0,-19.711,0.0,6.78401,,362407522.56,7.11,7.65,6.67
Coherent Corp.,Software & Technology,Hardware & Semiconductors,Optoelectronic Devices,COHR,0.1340644444444444,-1.4255555555555557,538.0,37.73,6570593.2998,0.1659,3.1052,1192.548,3703.055,1.38704,,74282293790.49,345.0,384.85,338.0
Paylocity Holding Corp.,Software & Technology,Cloud & Infrastructure,Cloud Computing,PCTY,0.1404777777777777,0.4533333333333333,152.0,31.58,1118636.9889,0.0261,0.3917,414.842,162.5,1.13999,,5883421093.04,109.93,111.29,108.35
"Trutankless, Inc.",Manufacturing,Industrial Machinery,Heating/Cooling/Air Treatment Equipment,TKLS,0.6300966666666666,0.8166666666666667,4.0,100.0,1219632.9325,0.0,-3.9088,-1.34223,5.24655,0.00357,,15852981.36,0.12,0.12,0.12
"Bancorp 34, Inc.",Financial Services,Banking,Savings Institutions,BCTF,0.1237666666666666,3.076666666666666,3.0,0.0,73586.7463,,2.9602,9.24,27.352,,,101988586.05,14.95,14.95,14.95
Journey Medical Corp.,Healthcare,Pharmaceuticals,Biopharmaceuticals,DERM,0.2624522222222222,1.2433333333333334,45.0,62.22,1064269.8641,0.1823,-1.7225,-14.806,25.504,0.95943,,106732230.0,5.1,5.19,4.9
"Zoned Properties, Inc.",Real Estate,Real Estate Services,Real Estate Services/Transactions,ZDPY,0.1591177777777777,-1.792222222222222,20.0,45.0,357765.168,0.2088,6.1676,1.46112,9.01167,,,6154524.48497,0.451,0.46693,0.451
"Lifestance Health Group, Inc.",Healthcare,Healthcare Services,Mental Healthcare,LFST,0.1038144444444444,-1.91,178.0,26.97,2613513.8347,0.0699,3.4422,81.467,280.427,1.65184,,2974690093.44,7.76,7.83,7.59
ON Semiconductor Corp.,Software & Technology,Hardware & Semiconductors,Semiconductors,ON,0.1392277777777777,-0.4477777777777777,559.0,37.03,5198449.4573,0.1514,2.0909,1437.1,3004.8,2.97701,,42027698202.84,102.73,107.25,102.48
"Retrieve Medical Holdings, Inc.",Healthcare,Pharmaceuticals,Natural/Alternative Drugs,RMHI,0.1796333333333333,0.7115384615384616,1.0,100.0,23615283.7889,,-1.6718,-0.1633,0.273,0.3636,,24461577.0,0.727,0.9,0.727
"Axon Enterprise, Inc.",Manufacturing,Aerospace & Defense,Firearms,AXON,0.1736977777777777,0.4633333333333334,479.0,39.25,5075439.1355,0.4893,18.546,97.634,1810.722,2.29313,,31786235085.72,394.2,400.185,379.19
Taylor Morrison Home Corp.,Construction,Building Construction,Residential Building Construction,TMHC,0.1032288888888888,0.63,180.0,30.0,937847.1278,0.0298,1.9518,1186.893,2316.524,,,5540259882.2,60.06,60.2,59.13
"Alaska Air Group, Inc.",Transportation,Air,Passenger Airlines,ALK,0.5106222222222223,-0.6788888888888889,632.0,62.66,160777.1493,0.0397,4.1179,1349.0,5555.0,0.46487,,4352415880.68,40.22,40.37,38.8
"Amazon.com, Inc.",Retail,E-commerce,Etailing,AMZN,0.1334433333333333,0.9744444444444444,27954.0,38.86,4265929.3074,0.0844,0.6786,131592.0,89295.0,0.87502,,2893554867189.64,269.835,273.63,268.48
"Expedia Group, Inc.",Hospitality,Travel & Tourism,Travel Agencies,EXPE,0.1635277777777777,1.0244444444444445,974.0,35.32,688369.0251,0.2853,2.02,3050.0,6161.0,0.73236,,26580089172.42,224.93,230.83,219.44
"F5, Inc.",Software & Technology,Software,Applications Software,FFIV,0.2621744444444444,3.108888888888889,1215.0,51.77,4446948.9695,0.2956,0.0,883.832,0.0,1.51402,,20215016200.1,353.6,360.0,350.94
Spectral Capital Corp.,Software & Technology,Other Software & Technology,Internet Search Engines,FCCN,0.2093122222222222,2.7177777777777776,108.0,56.48,137453689.5569,,-0.0,-3.00494,0.0,0.11032,,185856769.28,2.065,2.09,2.0122
"Porch Group, Inc.",Software & Technology,Software,Applications Software,PRCH,0.0860333333333333,1.1566666666666665,65.0,26.15,981589.7441,0.0234,6.2188,63.168,392.832,1.30135,,1344843983.34,10.97,11.015,10.48
Omeros Corp.,Healthcare,Pharmaceuticals,Biopharmaceuticals,OMER,0.1581277777777777,-2.0344444444444445,146.0,38.36,1352649.2292,,-2.4111,-168.308,405.814,1.68649,,1036337218.8,14.14,14.76,14.13
"Getty Images Holdings, Inc.",Software & Technology,Digital Services,Digital Content Services,GETY,0.2709544444444444,-1.5577777777777777,203.0,45.81,75504.5846,0.2586,7.8954,249.177,1967.362,0.77323,,338223042.7136,0.852,0.852,0.8
"Quest Diagnostics, Inc.",Healthcare,Other Healthcare,Medical Laboratory Services,DGX,0.1199922222222222,-1.1844444444444444,427.0,33.26,1392249.3854,0.1276,2.6448,2221.0,5874.0,0.96093,,21011289188.49,187.36,190.45,187.13
"Parke Bancorp, Inc.",Financial Services,Banking,Commercial Banking,PKBK,0.0658366666666666,-4.5633333333333335,60.0,18.33,111891.0575,,0.2375,56.4333,13.403,,,358967070.0,30.65,30.91,30.26
"Transtech Industries, Inc.",Environmental Services,Waste Management,Waste Treatment/Disposal,TRTI,,,,,,,,,,,,7150056.0,2.4,2.4,2.4
Canterbury Park Holding Corp.,Media & Entertainment,Gaming & Gambling,Gambling Industries,CPHC,0.1625544444444444,0.0044444444444444,19.0,26.32,1699972.3451,0.0058,0.018,6.51591,0.11718,2.57277,,81323773.86,15.6063,15.79,15.6063
Edgewell Personal Care Co.,Consumer Goods,Personal Care & Beauty,Personal Care Products/Appliances,EPC,0.1944811111111111,1.393333333333333,235.0,37.02,246849.9988,0.0876,4.5885,307.9,1412.8,0.90327,,906419682.42,21.0,21.0,19.54
"Intensity Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,INTS,0.2674288888888889,-0.3988888888888888,69.0,46.38,3644233.5945,,-0.0,-11.972,0.0,5.92218,,13514100.0,5.1,5.2,5.0
"Opus Magnum Ameris, Inc.",Financial Services,Holding Companies,Shell Company,OPUS,0.0833,0.0,4.0,0.0,3714675.1804,,,,5.261,0.00423,,57099957.4323,0.28,0.28,0.2799
LSEB Creative Corp.,Consumer Goods,Apparel & Textiles,Clothing,LSEB,0.8138222222222222,-0.0177777777777778,4.0,100.0,62876928.7524,0.3929,-0.8148,-0.15538,0.1266,0.05714,,16376300.0,1.0,1.0,1.0
"Mobiquity Technologies, Inc.",Media & Entertainment,Advertising & Marketing,Digital Marketing Services,MOBQ,0.3559755555555556,-1.73,38.0,57.89,5425095.4711,0.023,-0.0862,-7.82014,0.67392,0.61118,,29240343.9,1.2,1.3,1.14
"Urban One, Inc.",Media & Entertainment,Broadcasting,Radio Broadcasting,UONE,0.3379211111111111,0.2811111111111111,68.0,41.18,21341.4568,0.2532,4.2,137.875,579.069,2.67169,,27522379.2145,7.26,7.26,6.4
United Therapeutics Corp.,Software & Technology,Other Software & Technology,Biotechnology Services,UTHR,0.0651522222222222,-1.0833333333333333,433.0,14.55,18517136.1905,0.11,0.0,1602.8,0.0,6.27792,,24189544202.04,566.96,580.45,566.96
"Pathward Financial, Inc.",Financial Services,Banking,Savings Institutions,CASH,0.1584677777777778,-0.5822222222222223,175.0,34.86,168077.0938,,0.1704,249.225,42.456,,,1768809748.86,86.61,86.61,83.54
"AiRWA, Inc.",Media & Entertainment,"Film, TV & Streaming",Cryptocurrency Exchanges,YYAI,0.4042411111111111,-9.387777777777778,119.0,66.39,2300753.0433,1.4211,0.0,9.55677,0.0,3.45238,,29255276.2944,0.72,0.7321,0.6892
"LENZ Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,LENZ,0.3102722222222222,3.063333333333333,146.0,57.53,8726292.4081,0.0172,-0.0,-90.851,0.0,14.0877,,313230396.06,10.08,10.58,9.86
"Energy Focus, Inc.",Energy,Electrical,Electric Lighting Equipment,EFOI,0.2002344444444444,-7.918888888888888,26.0,61.54,15166018.0877,0.1478,-0.0,-0.987,0.0,1.86443,,25276766.33,3.78,4.24,3.78
"Goldenwell Biotech, Inc.",Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,GWLL,0.5448566666666667,-0.8933333333333332,2.0,100.0,155201989.6539,,-0.7765,-0.1231,0.09559,26.55914,,70210800.0,0.75,0.75,0.7092
"CareCloud, Inc.",Healthcare,Other Healthcare,Healthcare Information Technologies,CCLD,0.2183388888888889,0.1777777777777777,161.0,48.45,2042064.02,0.1555,0.0432,27.076,1.169,1.03308,,95609135.25,2.32,2.33,2.175
Univest Financial Corp.,Financial Services,Banking,Commercial Banking,UVSP,0.0887522222222222,1.606666666666667,109.0,18.35,85326.0617,,0.896,137.594,123.278,,,1065658842.54,39.0,39.02,38.175
"BETA Technologies, Inc.",Manufacturing,Aerospace & Defense,Aerospace Products/Parts,BETA,0.1556677777777777,0.3888888888888889,424.0,37.5,8887307.1012,0.1614,-0.5378,-344.974,185.51,22.7694,,4272263062.21,18.51,19.3,17.78
"Health Catalyst, Inc.",Software & Technology,IT Services,Data Mining/Analysis Software,HCAT,0.1769744444444444,0.0277777777777777,159.0,33.96,237203.5854,0.19,10.6454,14.396,153.251,1.89016,,101548932.54,1.51,1.51,1.365
"Merit Medical Systems, Inc.",Healthcare,Medical Devices,Medical Equipment/Supplies,MMSI,0.24183,-0.1844444444444444,170.0,50.0,1959547.7035,0.1475,2.3213,316.22,734.038,2.94643,,3597784305.05,61.39,61.525,60.225
"Nephros, Inc.",Healthcare,Medical Devices,Medical Devices/Apparatus,NEPH,0.2268588888888889,-2.0322222222222224,38.0,47.37,7320401.6304,0.1258,0.1486,0.148,0.022,3.63828,,32026810.7,3.51,3.51,2.922
"Corvus Pharmaceuticals, Inc.",Healthcare,Pharmaceuticals,Cancer Drugs,CRVS,0.1809422222222222,0.1433333333333333,106.0,40.57,80460118.0855,,-0.0,-42.866,0.0,6.20618,,1329469603.44,15.87,16.85,15.745
"Cytokinetics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,CYTK,0.36371,-0.4688888888888889,1424.0,63.27,2910092.4373,0.2018,-1.9218,-602.133,1157.162,4.52935,,10108535450.56,77.66,78.49,74.16
"Allogene Therapeutics, Inc.",Healthcare,Biotech & Research,Biological Therapy,ALLO,0.1490966666666666,-3.4511111111111106,97.0,45.36,3730248.0906,86.3636,-0.0,-241.843,0.0,8.54055,,786655520.28,2.29,2.39,2.27
"Structure Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,GPCR,0.2591766666666666,0.5577777777777777,137.0,51.09,24194862.6132,,-0.0,-185.476,0.0,24.81319,,2723575453.12,39.01,40.14,37.92
"Omada Health, Inc.",Healthcare,Other Healthcare,Healthcare Information Technologies,OMDA,0.1181322222222222,0.2133333333333333,140.0,29.29,6919410.2385,0.1354,-0.0,-9.774,0.0,3.54499,,873298567.83,14.9,15.1938,14.35
"Surrozen, Inc.",Healthcare,Biotech & Research,Biological Therapy,SRZN,0.1915777777777778,-1.0555555555555556,64.0,37.5,2920240.7042,0.2385,-0.0,-24.097,0.0,5.32221,,339951662.88,29.0,30.79,28.65
"Tenaya Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,TNYA,0.1784544444444444,-2.5922222222222224,127.0,43.31,5493389.819,,-0.0,-84.895,0.0,6.84024,,216586578.1356,1.04,1.15,0.958
"Quaint Oak Bancorp, Inc.",Financial Services,Banking,Commercial Banking,QNTO,0.1252022222222222,-1.8733333333333333,26.0,23.08,44566.5063,,3.4086,5.169,17.619,,,46313650.86,17.2,17.54,17.2
Lear Corp.,Manufacturing,Automotive,Motor Vehicle Parts,LEA,0.1694288888888888,-1.182222222222222,218.0,44.04,421015.1592,0.1678,1.6678,1644.7,2743.1,1.05341,,6882064700.62,140.0,140.0,137.26
"ChoiceOne Financial Services, Inc.",Financial Services,Banking,Commercial Banking,COFS,0.1153066666666666,-3.034444444444444,62.0,22.58,70394.999,,2.9806,98.458,293.46,,,462868588.0,31.475,31.505,30.85
W.T.B. Financial Corp.,Financial Services,Banking,Commercial Banking,WTBFA,0.1092877777777777,-1.2744444444444445,27.0,33.33,,,,,,,,1006860304.0,650.0,724.0,650.0
Key Tronic Corp.,Software & Technology,Hardware & Semiconductors,Computer Peripherals,KTCC,0.29035,-0.0255555555555555,40.0,52.5,107539.4552,0.2427,10.5453,10.161,107.151,1.48767,,35618402.32,3.36,3.445,3.15
Exxon Mobil Corp.,Energy,Oil & Gas,Integrated Oil/Gas,XOM,0.2635211111111111,-0.9533333333333333,4007.0,52.98,1963408.4755,0.1376,0.6985,62499.0,43653.0,0.78916,,620415691208.16,146.35,149.72,146.19
"Great Southern Bancorp, Inc. (Missouri)",Financial Services,Banking,Commercial Banking,GSBC,0.0859166666666666,-0.6311111111111111,69.0,8.7,90864.864,,0.7562,99.402,75.169,,,751522074.97,69.85,69.99,68.26
Gyrodyne LLC,Real Estate,REITs,Industrial/Office REITs,GYRO,0.3531388888888889,-2.187777777777778,36.0,61.11,,,,0.0,11.16992,,,16450823.84,7.48,7.48,7.48
Ameren Corp.,Energy,Utilities,Electric Utilities,AILIP,0.1831755555555555,-0.43,722.0,38.23,898.2434,0.1139,3.7671,1666.0,6276.0,0.84105,,19061496.5,70.0,70.0,70.0
"Cass Information Systems, Inc.",Retail,E-commerce,B2B e-commerce,CASS,0.2158711111111111,-0.6111111111111109,52.0,36.54,152655.2185,0.3347,14.9391,45.96,686.599,,,601211369.79,47.63,48.435,46.6
"Advantage Solutions, Inc. (California)",Other,Miscellaneous Services,Marketing Services,ADV,0.3041355555555555,0.3966666666666667,107.0,59.81,127669.7899,0.1781,6.3606,263.161,1673.861,2.23473,,476502835.2,39.94,39.94,35.69
"Stereotaxis, Inc.",Healthcare,Medical Devices,Medical Devices/Apparatus,STXS,0.1491777777777777,-2.2466666666666666,67.0,40.3,3115548.1651,0.1421,-0.0,-21.972,0.0,0.83826,,183257771.44,1.93,1.955,1.86
"BellRing Brands, Inc.",Consumer Goods,Food & Beverage,Functional Beverages,BRBR,0.4100533333333333,-0.7477777777777778,680.0,68.38,470162.0546,0.0964,2.8838,376.0,1084.3,1.18494,,1093011790.0,10.27,10.365,9.265
